isco_08	isced_f_2013	core	common	specialist	roles	topics
2411	0611	1	3	0	1	inventory software; spreadsheet software; computer use
2411	0416	1	2	0	1	inventory management; stock control; purchasing procedures
2411	0541	2	0	0	1	ratios and percentages
2411	0413	1	1	0	1	operational budgeting; performance measurement
2411	0311	1	0	0	1	input prices and inflation
2411	0414	1	0	0	1	menu engineering and pricing
2411	0542	0	2	0	1	statistical analysis; descriptive statistics
2411	1013	1	0	0	1	culinary yield
2411	0521	0	0	1	1	environmental impact of food waste
2413	0542	3	0	1	1	time-series forecasting; statistical analysis; sales mix analysis; statistics
2413	0414	2	1	1	1	pricing strategy; menu engineering; digital marketing; market research
2413	0411	1	2	0	1	contribution margin; financial statements; management accounting
2413	0611	1	1	0	1	spreadsheet software; computer use
2413	0311	1	0	0	1	price elasticity of demand
2413	0416	0	1	0	1	e-commerce
2413	0421	0	1	0	1	consumer protection law
2421	0542	5	3	1	3	statistical analysis; statistics; scoring and statistics; demand forecasting
2421	0414	5	2	1	3	market research; menu engineering and pricing; pricing strategy; menu engineering
2421	0411	2	3	0	2	cost accounting; cost accounting and variance analysis; contribution margin; financial statements
2421	0313	3	0	0	2	constructive feedback; consumer behaviour; de-escalation and emotional regulation
2421	0611	2	1	0	2	spreadsheet software; computer use
2421	0212	2	0	0	1	interior and workspace design; graphic layout for readability
2421	0413	1	2	0	1	business planning; operational budgeting; workforce planning
2421	0541	2	0	0	1	unit conversion and proportions; ratios and percentages
2421	0311	1	1	0	2	input prices and inflation; price elasticity of demand
2421	0421	0	3	0	2	labour law on hours and rest; food and trade regulation; consumer protection law
2421	0531	1	1	0	1	solubility and dissolution kinetics; hardness, alkalinity and mineral ions
2421	0111	1	0	0	1	adult learning and instruction
2421	0417	1	0	0	1	on-the-job training
2421	0533	1	0	0	1	fluid flow through a porous bed
2421	0713	1	0	0	1	electrical capacity planning
2421	0721	0	2	0	1	sensory analysis of food; food standards and labelling
2421	0923	1	0	0	1	active listening
2421	1013	1	0	0	1	service recovery
2421	0031	0	1	0	1	communication skills
2421	0232	0	1	0	1	Persian language and style
2421	0415	0	1	0	1	business correspondence
2421	0416	0	1	0	1	e-commerce
2421	0711	0	1	0	1	water treatment processes
2421	0715	0	1	0	1	scale formation in boilers
2423	0413	4	1	1	2	employee onboarding; human resource management; performance appraisal; human resource development
2423	0111	3	2	1	2	induction training; educational needs assessment; curriculum and instructional design; learning support
2423	0421	2	4	0	2	labour law; administrative law; social security law; statutory wage rules
2423	0313	1	3	0	2	personnel selection psychology; feedback and motivation; conflict psychology; developmental psychology and motivation
2423	0232	1	2	0	2	Persian language and style; plain language writing; plain language
2423	0412	1	0	0	1	insurance
2423	1021	0	2	0	2	environmental health regulation
2423	0411	0	1	0	1	payroll accounting
2423	0415	0	1	0	1	business correspondence
2423	0611	0	1	0	1	computer use
2424	0111	7	9	0	4	differentiated instruction; curriculum and instructional design; adult learning; educational assessment
2424	0313	3	4	0	3	developmental psychology and motivation; service psychology and empathy; de-escalation and emotional regulation; constructive feedback
2424	1013	3	2	0	2	hospitality service standards; hospitality rituals; service recovery; safe food handling in catering
2424	0413	3	1	0	3	human resource development; employee onboarding; process documentation; record keeping and verification
2424	0232	1	4	0	4	plain language; plain language writing
2424	0511	3	0	0	1	foodborne microorganisms; microbial hazards; skin and hand microbiota
2424	0721	2	1	0	1	food preservation principles; hazard analysis and critical control points; cross-contact control in production
2424	0114	2	0	0	2	vocational teacher training
2424	1021	1	2	0	2	environmental health regulation; hygiene practice and handwashing
2424	1022	2	0	0	1	risk assessment method; fitness to work and illness reporting
2424	0314	1	1	0	2	Iranian cultural norms and taarof; workplace diversity and respect
2424	0417	1	1	0	1	on-the-job training; cooperation in the workplace
2424	0421	0	3	0	2	administrative law; labour law
2424	0223	1	0	0	1	courtesy and respect
2424	0416	1	0	0	1	customer relations in retail
2424	0542	0	2	0	2	reliability of measurement
2424	0031	0	1	0	1	communication skills
2424	0512	0	1	0	1	allergenic food proteins
2424	0912	0	1	0	1	food allergy and anaphylaxis
2424	0923	0	1	0	1	active listening
2431	0414	15	9	0	5	advertising copy; market research; reputation management; social media marketing
2431	0542	3	6	0	5	statistics; statistical analysis; survey statistics; sales mix analysis
2431	0232	4	2	1	5	Persian language and style; typography and readability; plain language
2431	0611	3	3	0	5	design software; spreadsheet software; using vendor platforms and tablets; CRM software
2431	0212	1	4	0	2	graphic design; visual identity design; graphic and layout design
2431	0211	2	1	0	2	photography and lighting; video production and editing
2431	0313	2	1	0	2	consumer behaviour; de-escalation and emotional regulation
2431	0411	2	0	0	1	contribution margin; recipe costing and yield
2431	0416	2	0	0	1	e-commerce; online retail channels
2431	1013	1	1	1	3	plating; communicating allergens to guests; service recovery
2431	0533	1	1	0	2	optics
2431	0311	1	0	0	1	price elasticity of demand
2431	0314	1	0	0	1	community studies
2431	0541	1	0	0	1	ratios and percentages
2431	0721	0	2	0	2	cross-contact control in production; food contact packaging
2431	0923	1	0	0	1	active listening
2431	0031	0	1	0	1	communication skills
2431	0111	0	0	1	1	differentiated instruction
2431	0213	0	0	1	1	composition and colour
2431	0415	0	1	0	1	business correspondence
2431	0512	0	1	0	1	allergenic food proteins
2431	0722	0	1	0	1	packaging materials
2431	0912	0	1	0	1	food allergy and anaphylaxis
2432	0414	4	2	0	1	customer relationship marketing; public relations; social media marketing; advertising copy
2432	0232	1	0	0	1	Persian language and style
2432	0314	1	0	0	1	community studies
2432	0542	0	2	0	1	survey statistics; statistics
2432	0611	1	0	0	1	CRM software
2432	0313	0	1	0	1	consumer behaviour
3111	0511	3	1	0	1	microbial culture; microbiology; skin and hand microbiota; microbial growth
3111	0531	2	1	1	1	analytical chemistry methods; hazardous chemical reactions; lipid oxidation; analytical chemistry
3111	0721	1	2	1	1	food analysis; shelf-life determination; food quality control; food authenticity
3111	1021	2	0	0	1	hygiene monitoring; hygiene practice and handwashing
3111	1022	2	0	0	1	fitness to work and illness reporting; safety data sheets
3111	0542	0	1	0	1	acceptance sampling
3111	0611	0	1	0	1	computer use
3115	0713	1	3	0	1	electric circuits; electrical hazards and protection; electric motors and relays; isolation of electrical supply
3115	0715	2	1	0	1	maintenance engineering; machine mechanics; compressor mechanics
3115	1022	1	3	0	1	occupational risk assessment; electrical safety at work; gas hazards; hazardous energy control
3115	0413	2	0	0	1	maintenance scheduling; supervision and delegation
3115	0223	1	0	0	1	fairness and workplace ethics
3115	0313	1	0	0	1	motivation and team climate
3115	0533	0	1	1	1	thermodynamics of vapour-compression; airflow and heat transfer
3115	0714	1	0	0	1	control boards and sensors
3115	0411	0	1	0	1	budgeting and variance
3115	0412	0	1	0	1	cash flow management
3115	0416	0	1	0	1	purchasing procedures
3115	0531	0	1	0	1	combustion chemistry
3115	0732	0	0	1	1	building HVAC services
3122	0413	11	14	0	5	supervision and delegation; record keeping and verification; operational budgeting; operations planning
3122	0721	12	10	0	5	hazard analysis and critical control points; hydration and formulation; food quality standards; food product development
3122	0542	6	7	0	5	demand forecasting; sampling and control charts; comparative testing; scoring and statistics
3122	0313	6	4	0	5	motivation and team climate; constructive feedback; controlled sensory methodology
3122	0511	4	4	0	5	microbial hazards; microbial growth and temperature; aflatoxin-producing moulds; plant pests and fungal defects
3122	1022	4	4	0	5	risk assessment method; gas and carbon monoxide safety; fire and explosion prevention; occupational risk assessment
3122	0223	4	1	0	5	fairness and workplace ethics
3122	0411	0	8	0	4	cost accounting and variance analysis; waste cost; stocktaking and cost of goods
3122	0531	3	2	0	3	Maillard reaction and caramelisation; water-soluble colour and aroma compounds; sugar concentration and crystallisation; lipid oxidation and rancidity
3122	0417	1	4	0	5	on-the-job training; workplace organisation
3122	0533	2	2	0	3	conduction and steam condensation; boiling point elevation; heat transfer by conduction, convection and radiation; moisture and density measurement
3122	0111	1	3	0	4	adult learning and instruction
3122	0541	2	1	0	3	ratios and proportions; weighted averages and cost mixing
3122	0713	1	3	0	3	electrical safety checks; burner ignition and flame supervision; combustion and gas systems
3122	0311	0	4	0	4	input prices and inflation
3122	0416	0	4	0	3	inventory rotation; inventory management
3122	0421	0	3	0	3	labour law on hours and rest; food and trade regulation
3122	0611	0	3	0	2	inventory software; using data-logging software
3122	0714	1	1	0	2	temperature sensors and data acquisition; process instrumentation
3122	0314	1	0	0	1	food heritage and culture
3122	0415	0	2	0	2	written logs and notes
3122	0512	1	0	0	1	yeast metabolism
3122	0711	1	0	0	1	process control of thermal processes
3122	0715	0	2	0	2	preventive maintenance
3122	0811	1	0	0	1	saffron as a crop
3122	1021	1	0	0	1	sanitary design
3123	0713	1	3	0	1	electric circuits; electrical hazards and protection; electric motors and relays; isolation of electrical supply
3123	0715	2	1	0	1	maintenance engineering; machine mechanics; compressor mechanics
3123	1022	1	3	0	1	occupational risk assessment; electrical safety at work; gas hazards; hazardous energy control
3123	0413	2	0	0	1	maintenance scheduling; supervision and delegation
3123	0223	1	0	0	1	fairness and workplace ethics
3123	0313	1	0	0	1	motivation and team climate
3123	0533	0	1	1	1	thermodynamics of vapour-compression; airflow and heat transfer
3123	0714	1	0	0	1	control boards and sensors
3123	0411	0	1	0	1	budgeting and variance
3123	0412	0	1	0	1	cash flow management
3123	0416	0	1	0	1	purchasing procedures
3123	0531	0	1	0	1	combustion chemistry
3123	0732	0	0	1	1	building HVAC services
3141	0721	5	5	1	2	food quality standards; sensory analysis of food; hazard analysis and critical control points; date marking and shelf life
3141	0511	4	3	0	2	microbial hazards; mould and microbial spoilage; pests as disease vectors; microbial culture
3141	0531	2	3	1	2	starch retrogradation and water activity; protein and starch chemistry; analytical chemistry methods; hazardous chemical reactions
3141	1022	3	0	0	2	risk assessment method; fitness to work and illness reporting; safety data sheets
3141	0542	2	1	0	2	sampling and control charts; scoring and statistics; acceptance sampling
3141	1021	2	1	0	2	integrated pest management; hygiene monitoring; hygiene practice and handwashing
3141	0421	1	1	0	1	food labelling regulations; food law and standards
3141	0915	1	1	0	1	nutrition information panels; dietary salt and health
3141	0413	1	0	0	1	record keeping and verification
3141	0411	0	1	0	1	invoice verification
3141	0416	0	1	0	1	goods-in checks against orders
3141	0512	0	1	0	1	allergenic food proteins
3141	0611	0	1	0	1	computer use
3141	0912	0	1	0	1	food allergy and anaphylaxis
3141	1013	0	1	0	1	communicating allergens to guests
3257	0721	23	15	3	7	hazard analysis and critical control points; cross-contact control in production; date marking and shelf life; food traceability
3257	0511	12	7	0	6	microbial hazards; biofilms and microbial reduction; food microbiology; microbiology
3257	1022	9	5	1	4	risk assessment method; occupational risk assessment; root cause analysis; emergency evacuation
3257	1021	7	7	1	5	cleaning and disinfection programmes; environmental health regulation; sanitary inspection; hygiene monitoring
3257	0413	4	7	1	6	record keeping and verification; crisis management; management system standards; process documentation
3257	0421	5	5	0	7	food labelling regulations; administrative law; food law; consumer protection law
3257	1013	6	3	0	6	communicating allergens to guests; safe food handling in catering; standard recipes; hospitality service standards
3257	0531	3	6	1	6	detergents, sanitisers and dilution; analytical chemistry methods; analytical chemistry; combustion and the fire triangle
3257	0512	4	3	0	5	allergenic food proteins; food proteins and intolerance; macronutrient biochemistry
3257	0915	4	3	0	5	nutrition information panels; musculoskeletal injury prevention; therapeutic diets; dietetics
